id_appointment,id_cust,id_pegawai,pelayanan,tanggal,cara_pembayaran,total
APT18874,CUST18874,PGW026,Eyelash Extension,2025-04-30,Cash,150000
APT18875,CUST18875,PGW010,Cuci Blow,2025-02-28,Credit Card,40000
APT18876,CUST18876,PGW025,Creambath,2024-12-20,Cash,75000
APT18877,CUST18877,PGW010,Hair Coloring,2025-03-02,Credit Card,200000
APT18878,CUST18878,PGW001,Eyelash Extension,2025-04-08,Debit,150000
APT18879,CUST18879,PGW011,Eyelash Extension,2025-03-27,Cash,150000
APT18880,CUST18880,PGW001,Creambath,2024-11-14,E-Wallet,75000
APT18881,CUST18881,PGW027,Smoothing,2024-08-24,E-Wallet,250000
APT18882,CUST18882,PGW004,Smoothing,2025-05-20,Credit Card,250000
APT18883,CUST18883,PGW024,Hair Coloring,2025-03-29,Credit Card,200000
APT18884,CUST18884,PGW010,Manicure,2025-01-11,E-Wallet,60000
APT18885,CUST18885,PGW025,Hair Spa,2025-02-02,Credit Card,120000
APT18886,CUST18886,PGW001,Cuci Blow,2025-05-04,Cash,40000
APT18887,CUST18887,PGW028,Eyelash Extension,2025-04-03,Credit Card,150000
APT18888,CUST18888,PGW019,Hair Spa,2024-10-13,Credit Card,120000
APT18889,CUST18889,PGW002,Cuci Blow,2025-03-29,Cash,40000
APT18890,CUST18890,PGW019,Creambath,2025-05-21,Cash,75000
APT18891,CUST18891,PGW029,Eyelash Extension,2025-02-15,E-Wallet,150000
APT18892,CUST18892,PGW001,Hair Spa,2025-05-07,Debit,120000
APT18893,CUST18893,PGW004,Smoothing,2024-06-13,Cash,250000
APT18894,CUST18894,PGW016,Eyelash Extension,2024-06-23,Cash,150000
APT18895,CUST18895,PGW026,Smoothing,2024-07-13,Cash,250000
APT18896,CUST18896,PGW023,Hair Spa,2025-05-11,Debit,120000
APT18897,CUST18897,PGW014,Hair Coloring,2025-05-01,Cash,200000
APT18898,CUST18898,PGW020,Smoothing,2024-11-16,Credit Card,250000
APT18899,CUST18899,PGW011,Hair Spa,2025-01-31,Credit Card,120000
APT18900,CUST18900,PGW022,Eyelash Extension,2024-10-23,Credit Card,150000
APT18901,CUST18901,PGW021,Manicure,2024-11-04,Debit,60000
APT18902,CUST18902,PGW012,Creambath,2024-11-11,E-Wallet,75000
APT18903,CUST18903,PGW023,Hair Spa,2025-02-27,Debit,120000
APT18904,CUST18904,PGW026,Cuci Blow,2025-02-17,Cash,40000
APT18905,CUST18905,PGW021,Creambath,2024-12-22,E-Wallet,75000
APT18906,CUST18906,PGW018,Hair Spa,2025-03-10,Cash,120000
APT18907,CUST18907,PGW007,Eyelash Extension,2024-12-09,Cash,150000
APT18908,CUST18908,PGW014,Creambath,2024-09-08,Credit Card,75000
APT18909,CUST18909,PGW011,Eyelash Extension,2024-09-26,Credit Card,150000
APT18910,CUST18910,PGW013,Manicure,2024-06-23,Cash,60000
APT18911,CUST18911,PGW026,Smoothing,2025-05-18,Debit,250000
APT18912,CUST18912,PGW013,Potong Rambut,2025-03-20,Credit Card,50000
APT18913,CUST18913,PGW017,Cuci Blow,2024-10-16,Credit Card,40000
APT18914,CUST18914,PGW013,Pedicure,2024-06-30,E-Wallet,70000
APT18915,CUST18915,PGW019,Eyelash Extension,2024-06-21,E-Wallet,150000
APT18916,CUST18916,PGW012,Facial,2025-04-08,Cash,100000
APT18917,CUST18917,PGW025,Facial,2024-08-17,Debit,100000
APT18918,CUST18918,PGW014,Facial,2025-05-02,Credit Card,100000
APT18919,CUST18919,PGW030,Hair Coloring,2024-12-28,Credit Card,200000
APT18920,CUST18920,PGW011,Facial,2025-02-23,Credit Card,100000
APT18921,CUST18921,PGW022,Smoothing,2025-02-23,E-Wallet,250000
APT18922,CUST18922,PGW011,Creambath,2024-08-06,E-Wallet,75000
APT18923,CUST18923,PGW022,Eyelash Extension,2025-04-19,E-Wallet,150000
APT18924,CUST18924,PGW014,Potong Rambut,2024-11-25,E-Wallet,50000
APT18925,CUST18925,PGW021,Manicure,2025-05-04,Debit,60000
APT18926,CUST18926,PGW011,Pedicure,2024-08-22,Debit,70000
APT18927,CUST18927,PGW022,Smoothing,2024-09-22,Credit Card,250000
APT18928,CUST18928,PGW024,Cuci Blow,2024-11-15,Cash,40000
APT18929,CUST18929,PGW021,Cuci Blow,2025-03-01,Cash,40000
APT18930,CUST18930,PGW006,Pedicure,2024-06-19,Credit Card,70000
APT18931,CUST18931,PGW020,Creambath,2024-12-03,Debit,75000
APT18932,CUST18932,PGW021,Hair Spa,2024-09-08,Credit Card,120000
APT18933,CUST18933,PGW028,Creambath,2024-07-16,Credit Card,75000
APT18934,CUST18934,PGW029,Eyelash Extension,2024-10-15,Cash,150000
APT18935,CUST18935,PGW023,Facial,2025-02-17,Credit Card,100000
APT18936,CUST18936,PGW026,Facial,2025-01-10,Cash,100000
APT18937,CUST18937,PGW004,Hair Spa,2025-04-07,Cash,120000
APT18938,CUST18938,PGW023,Cuci Blow,2024-11-22,E-Wallet,40000
APT18939,CUST18939,PGW008,Eyelash Extension,2024-09-18,Cash,150000
APT18940,CUST18940,PGW011,Potong Rambut,2025-05-05,Cash,50000
APT18941,CUST18941,PGW025,Eyelash Extension,2024-09-02,Credit Card,150000
APT18942,CUST18942,PGW009,Hair Coloring,2024-09-13,Cash,200000
APT18943,CUST18943,PGW003,Hair Spa,2025-02-25,Credit Card,120000
APT18944,CUST18944,PGW019,Eyelash Extension,2024-09-25,E-Wallet,150000
APT18945,CUST18945,PGW019,Facial,2024-12-23,E-Wallet,100000
APT18946,CUST18946,PGW028,Hair Coloring,2025-03-27,Credit Card,200000
APT18947,CUST18947,PGW008,Eyelash Extension,2024-06-23,Credit Card,150000
APT18948,CUST18948,PGW024,Potong Rambut,2024-09-20,Credit Card,50000
APT18949,CUST18949,PGW021,Eyelash Extension,2024-09-26,Debit,150000
APT18950,CUST18950,PGW018,Manicure,2024-07-19,Credit Card,60000
APT18951,CUST18951,PGW003,Smoothing,2025-05-09,E-Wallet,250000
APT18952,CUST18952,PGW004,Eyelash Extension,2024-07-27,E-Wallet,150000
APT18953,CUST18953,PGW018,Hair Coloring,2025-02-03,Cash,200000
APT18954,CUST18954,PGW010,Smoothing,2024-06-12,Cash,250000
APT18955,CUST18955,PGW030,Facial,2024-12-21,Credit Card,100000
APT18956,CUST18956,PGW002,Creambath,2024-07-27,Credit Card,75000
APT18957,CUST18957,PGW003,Smoothing,2024-12-09,Credit Card,250000
APT18958,CUST18958,PGW019,Hair Coloring,2024-08-18,Cash,200000
APT18959,CUST18959,PGW026,Eyelash Extension,2024-10-08,Cash,150000
APT18960,CUST18960,PGW007,Facial,2024-10-06,E-Wallet,100000
APT18961,CUST18961,PGW014,Creambath,2024-12-30,Cash,75000
APT18962,CUST18962,PGW004,Pedicure,2024-08-04,Debit,70000
APT18963,CUST18963,PGW010,Cuci Blow,2025-02-04,Cash,40000
APT18964,CUST18964,PGW019,Manicure,2024-08-05,E-Wallet,60000
APT18965,CUST18965,PGW025,Hair Coloring,2024-12-29,E-Wallet,200000
APT18966,CUST18966,PGW010,Hair Coloring,2025-03-24,Cash,200000
APT18967,CUST18967,PGW011,Eyelash Extension,2024-08-22,Credit Card,150000
APT18968,CUST18968,PGW023,Pedicure,2024-11-02,E-Wallet,70000
APT18969,CUST18969,PGW018,Cuci Blow,2025-01-05,Cash,40000
APT18970,CUST18970,PGW011,Potong Rambut,2025-02-26,Debit,50000
APT18971,CUST18971,PGW016,Facial,2025-03-12,E-Wallet,100000
APT18972,CUST18972,PGW003,Hair Spa,2024-10-28,Cash,120000
APT18973,CUST18973,PGW011,Potong Rambut,2025-01-21,E-Wallet,50000
APT18974,CUST18974,PGW005,Hair Coloring,2024-09-23,Credit Card,200000
APT18975,CUST18975,PGW015,Facial,2024-10-21,Credit Card,100000
APT18976,CUST18976,PGW020,Facial,2025-05-16,Cash,100000
APT18977,CUST18977,PGW019,Pedicure,2024-12-13,Debit,70000
APT18978,CUST18978,PGW019,Creambath,2024-06-04,E-Wallet,75000
APT18979,CUST18979,PGW024,Eyelash Extension,2024-08-23,Credit Card,150000
APT18980,CUST18980,PGW016,Facial,2025-03-28,Cash,100000
APT18981,CUST18981,PGW005,Cuci Blow,2024-12-07,E-Wallet,40000
APT18982,CUST18982,PGW014,Smoothing,2024-07-18,Debit,250000
APT18983,CUST18983,PGW008,Hair Coloring,2025-01-27,Debit,200000
APT18984,CUST18984,PGW017,Hair Spa,2024-12-18,E-Wallet,120000
APT18985,CUST18985,PGW026,Cuci Blow,2025-04-06,E-Wallet,40000
APT18986,CUST18986,PGW025,Cuci Blow,2024-08-20,Credit Card,40000
APT18987,CUST18987,PGW022,Potong Rambut,2024-11-26,Cash,50000
APT18988,CUST18988,PGW027,Smoothing,2024-09-05,Debit,250000
APT18989,CUST18989,PGW026,Manicure,2025-04-19,Cash,60000
APT18990,CUST18990,PGW024,Creambath,2024-08-23,E-Wallet,75000
APT18991,CUST18991,PGW021,Hair Spa,2025-04-21,E-Wallet,120000
APT18992,CUST18992,PGW025,Potong Rambut,2024-09-22,Debit,50000
APT18993,CUST18993,PGW016,Pedicure,2025-04-27,Cash,70000
APT18994,CUST18994,PGW029,Creambath,2025-05-16,Credit Card,75000
APT18995,CUST18995,PGW003,Eyelash Extension,2024-12-27,Credit Card,150000
APT18996,CUST18996,PGW030,Facial,2024-12-09,Credit Card,100000
APT18997,CUST18997,PGW017,Manicure,2024-09-19,Cash,60000
APT18998,CUST18998,PGW012,Hair Spa,2024-06-17,Credit Card,120000
APT18999,CUST18999,PGW023,Hair Spa,2024-06-04,E-Wallet,120000
APT19000,CUST19000,PGW002,Smoothing,2025-02-20,Debit,250000
APT19001,CUST19001,PGW021,Facial,2024-09-15,Debit,100000
APT19002,CUST19002,PGW004,Creambath,2025-04-04,E-Wallet,75000
APT19003,CUST19003,PGW009,Cuci Blow,2024-07-22,Cash,40000
APT19004,CUST19004,PGW022,Cuci Blow,2025-04-05,Credit Card,40000
APT19005,CUST19005,PGW011,Pedicure,2024-06-11,Cash,70000
APT19006,CUST19006,PGW020,Hair Coloring,2025-03-29,Debit,200000
APT19007,CUST19007,PGW025,Pedicure,2025-02-08,Cash,70000
APT19008,CUST19008,PGW010,Smoothing,2024-08-17,Credit Card,250000
APT19009,CUST19009,PGW008,Cuci Blow,2025-03-15,Debit,40000
APT19010,CUST19010,PGW009,Hair Coloring,2024-10-09,Cash,200000
APT19011,CUST19011,PGW012,Facial,2025-02-10,Debit,100000
APT19012,CUST19012,PGW021,Hair Coloring,2025-04-04,E-Wallet,200000
APT19013,CUST19013,PGW025,Cuci Blow,2024-08-18,Debit,40000
APT19014,CUST19014,PGW018,Manicure,2024-06-03,Debit,60000
APT19015,CUST19015,PGW026,Creambath,2024-12-05,Credit Card,75000
APT19016,CUST19016,PGW008,Hair Coloring,2024-10-20,Credit Card,200000
APT19017,CUST19017,PGW027,Hair Coloring,2024-06-30,Debit,200000
APT19018,CUST19018,PGW015,Potong Rambut,2025-04-28,Cash,50000
APT19019,CUST19019,PGW021,Eyelash Extension,2024-12-26,Cash,150000
APT19020,CUST19020,PGW010,Manicure,2025-01-11,Debit,60000
APT19021,CUST19021,PGW019,Potong Rambut,2024-08-22,Debit,50000
APT19022,CUST19022,PGW009,Manicure,2024-11-22,E-Wallet,60000
APT19023,CUST19023,PGW029,Hair Coloring,2025-05-21,Credit Card,200000
APT19024,CUST19024,PGW018,Cuci Blow,2024-07-03,Cash,40000
APT19025,CUST19025,PGW019,Hair Coloring,2024-06-22,Credit Card,200000
APT19026,CUST19026,PGW025,Facial,2025-05-09,E-Wallet,100000
APT19027,CUST19027,PGW008,Creambath,2025-01-04,Cash,75000
APT19028,CUST19028,PGW026,Pedicure,2025-04-13,E-Wallet,70000
APT19029,CUST19029,PGW025,Eyelash Extension,2024-10-02,Credit Card,150000
APT19030,CUST19030,PGW005,Creambath,2025-04-19,E-Wallet,75000
APT19031,CUST19031,PGW004,Creambath,2024-07-14,Credit Card,75000
APT19032,CUST19032,PGW010,Manicure,2024-09-26,Debit,60000
APT19033,CUST19033,PGW016,Hair Spa,2024-10-16,Cash,120000
APT19034,CUST19034,PGW006,Pedicure,2024-10-19,Credit Card,70000
APT19035,CUST19035,PGW018,Creambath,2024-06-23,Credit Card,75000
APT19036,CUST19036,PGW015,Hair Coloring,2025-04-30,Debit,200000
APT19037,CUST19037,PGW021,Facial,2025-02-25,Debit,100000
APT19038,CUST19038,PGW012,Hair Coloring,2025-02-04,Credit Card,200000
APT19039,CUST19039,PGW023,Facial,2024-06-14,Credit Card,100000
APT19040,CUST19040,PGW028,Eyelash Extension,2024-08-07,Cash,150000
APT19041,CUST19041,PGW030,Hair Spa,2025-05-15,Debit,120000
APT19042,CUST19042,PGW015,Creambath,2024-09-14,Credit Card,75000
APT19043,CUST19043,PGW030,Hair Spa,2025-05-24,E-Wallet,120000
APT19044,CUST19044,PGW002,Smoothing,2024-11-16,Debit,250000
APT19045,CUST19045,PGW029,Creambath,2025-05-01,Credit Card,75000
APT19046,CUST19046,PGW001,Smoothing,2025-03-16,Credit Card,250000
APT19047,CUST19047,PGW027,Hair Coloring,2024-08-26,Cash,200000
APT19048,CUST19048,PGW007,Potong Rambut,2025-03-13,Credit Card,50000
APT19049,CUST19049,PGW028,Hair Spa,2024-08-29,Cash,120000
APT19050,CUST19050,PGW025,Creambath,2024-12-12,Cash,75000
APT19051,CUST19051,PGW024,Creambath,2025-04-01,Credit Card,75000
APT19052,CUST19052,PGW008,Manicure,2024-10-05,Credit Card,60000
APT19053,CUST19053,PGW030,Pedicure,2025-03-24,E-Wallet,70000
APT19054,CUST19054,PGW022,Creambath,2024-07-22,Credit Card,75000
APT19055,CUST19055,PGW008,Eyelash Extension,2024-11-20,Debit,150000
APT19056,CUST19056,PGW020,Hair Coloring,2024-07-03,Debit,200000
APT19057,CUST19057,PGW021,Smoothing,2024-09-20,E-Wallet,250000
APT19058,CUST19058,PGW025,Potong Rambut,2024-12-23,Credit Card,50000
APT19059,CUST19059,PGW027,Cuci Blow,2025-04-15,Credit Card,40000
APT19060,CUST19060,PGW011,Smoothing,2025-01-02,Debit,250000
APT19061,CUST19061,PGW008,Eyelash Extension,2025-04-22,Debit,150000
APT19062,CUST19062,PGW029,Smoothing,2025-05-27,Credit Card,250000
APT19063,CUST19063,PGW025,Pedicure,2025-01-04,Cash,70000
APT19064,CUST19064,PGW028,Manicure,2024-06-03,Credit Card,60000
APT19065,CUST19065,PGW026,Creambath,2024-10-16,Credit Card,75000
APT19066,CUST19066,PGW026,Pedicure,2024-10-30,Credit Card,70000
APT19067,CUST19067,PGW026,Hair Coloring,2024-12-30,Credit Card,200000
APT19068,CUST19068,PGW001,Hair Coloring,2024-07-12,Credit Card,200000
APT19069,CUST19069,PGW002,Facial,2024-11-11,Cash,100000
APT19070,CUST19070,PGW028,Creambath,2024-09-27,E-Wallet,75000
APT19071,CUST19071,PGW007,Eyelash Extension,2024-11-23,Cash,150000
APT19072,CUST19072,PGW017,Eyelash Extension,2024-09-29,E-Wallet,150000
APT19073,CUST19073,PGW016,Cuci Blow,2025-04-09,E-Wallet,40000
APT19074,CUST19074,PGW015,Eyelash Extension,2024-12-29,E-Wallet,150000
APT19075,CUST19075,PGW016,Pedicure,2025-04-18,Cash,70000
APT19076,CUST19076,PGW029,Hair Coloring,2025-01-03,Cash,200000
APT19077,CUST19077,PGW016,Cuci Blow,2025-05-16,Cash,40000
APT19078,CUST19078,PGW005,Smoothing,2024-09-13,Cash,250000
APT19079,CUST19079,PGW021,Manicure,2025-03-06,E-Wallet,60000
APT19080,CUST19080,PGW010,Hair Spa,2024-07-30,E-Wallet,120000
APT19081,CUST19081,PGW024,Hair Coloring,2024-09-26,Cash,200000
APT19082,CUST19082,PGW012,Hair Coloring,2024-09-10,Cash,200000
APT19083,CUST19083,PGW018,Potong Rambut,2024-10-15,Debit,50000
APT19084,CUST19084,PGW003,Pedicure,2024-09-01,E-Wallet,70000
APT19085,CUST19085,PGW018,Smoothing,2024-08-25,Debit,250000
APT19086,CUST19086,PGW012,Cuci Blow,2025-02-19,E-Wallet,40000
APT19087,CUST19087,PGW005,Facial,2025-02-11,E-Wallet,100000
APT19088,CUST19088,PGW002,Pedicure,2024-11-17,Credit Card,70000
APT19089,CUST19089,PGW028,Cuci Blow,2024-09-23,Cash,40000
APT19090,CUST19090,PGW023,Smoothing,2024-08-03,Credit Card,250000
APT19091,CUST19091,PGW025,Manicure,2024-11-07,Cash,60000
APT19092,CUST19092,PGW002,Pedicure,2024-06-15,Cash,70000
APT19093,CUST19093,PGW015,Hair Coloring,2024-08-21,Credit Card,200000
APT19094,CUST19094,PGW024,Potong Rambut,2024-12-24,Credit Card,50000
APT19095,CUST19095,PGW029,Manicure,2024-12-10,E-Wallet,60000
APT19096,CUST19096,PGW014,Potong Rambut,2024-11-22,Credit Card,50000
APT19097,CUST19097,PGW024,Smoothing,2024-10-17,E-Wallet,250000
APT19098,CUST19098,PGW016,Potong Rambut,2024-12-22,Credit Card,50000
APT19099,CUST19099,PGW001,Pedicure,2025-01-12,Cash,70000
APT19100,CUST19100,PGW018,Manicure,2024-06-18,Cash,60000
APT19101,CUST19101,PGW010,Hair Coloring,2025-01-28,Cash,200000
APT19102,CUST19102,PGW017,Smoothing,2024-10-13,Debit,250000
APT19103,CUST19103,PGW023,Pedicure,2024-09-07,Cash,70000
APT19104,CUST19104,PGW003,Cuci Blow,2024-12-20,Debit,40000
APT19105,CUST19105,PGW010,Hair Spa,2024-11-10,Debit,120000
APT19106,CUST19106,PGW010,Pedicure,2024-07-24,Credit Card,70000
APT19107,CUST19107,PGW019,Hair Coloring,2025-04-14,Cash,200000
APT19108,CUST19108,PGW029,Cuci Blow,2024-09-09,Cash,40000
APT19109,CUST19109,PGW026,Hair Coloring,2025-03-25,Credit Card,200000
APT19110,CUST19110,PGW011,Facial,2024-11-28,Cash,100000
APT19111,CUST19111,PGW003,Cuci Blow,2024-06-21,Debit,40000
APT19112,CUST19112,PGW009,Eyelash Extension,2024-12-15,E-Wallet,150000
APT19113,CUST19113,PGW005,Hair Spa,2025-02-11,E-Wallet,120000
APT19114,CUST19114,PGW018,Smoothing,2024-12-30,Cash,250000
APT19115,CUST19115,PGW028,Hair Coloring,2025-01-04,Credit Card,200000
APT19116,CUST19116,PGW020,Hair Spa,2025-02-24,Debit,120000
APT19117,CUST19117,PGW029,Facial,2024-09-24,E-Wallet,100000
APT19118,CUST19118,PGW029,Hair Spa,2025-04-29,Cash,120000
APT19119,CUST19119,PGW009,Hair Spa,2024-09-22,Debit,120000
APT19120,CUST19120,PGW008,Pedicure,2025-04-28,E-Wallet,70000
APT19121,CUST19121,PGW028,Hair Coloring,2024-09-27,E-Wallet,200000
APT19122,CUST19122,PGW011,Pedicure,2024-06-27,Cash,70000
APT19123,CUST19123,PGW002,Creambath,2024-07-24,Credit Card,75000
APT19124,CUST19124,PGW004,Pedicure,2025-05-18,Debit,70000
APT19125,CUST19125,PGW014,Hair Spa,2024-08-12,Cash,120000
APT19126,CUST19126,PGW016,Creambath,2024-12-21,E-Wallet,75000
APT19127,CUST19127,PGW012,Creambath,2025-03-28,Credit Card,75000
APT19128,CUST19128,PGW009,Potong Rambut,2024-11-28,Credit Card,50000
APT19129,CUST19129,PGW001,Hair Spa,2025-03-02,E-Wallet,120000
APT19130,CUST19130,PGW013,Facial,2024-09-09,E-Wallet,100000
APT19131,CUST19131,PGW016,Cuci Blow,2024-09-12,Debit,40000
APT19132,CUST19132,PGW005,Manicure,2025-05-14,Credit Card,60000
APT19133,CUST19133,PGW027,Manicure,2024-12-13,Cash,60000
APT19134,CUST19134,PGW030,Smoothing,2024-08-10,Cash,250000
APT19135,CUST19135,PGW013,Manicure,2024-10-26,Credit Card,60000
APT19136,CUST19136,PGW016,Hair Coloring,2024-12-15,Credit Card,200000
APT19137,CUST19137,PGW027,Potong Rambut,2024-10-30,Credit Card,50000
APT19138,CUST19138,PGW021,Hair Coloring,2024-11-23,Cash,200000
APT19139,CUST19139,PGW015,Smoothing,2025-05-17,E-Wallet,250000
APT19140,CUST19140,PGW001,Creambath,2024-10-07,E-Wallet,75000
APT19141,CUST19141,PGW014,Smoothing,2025-04-09,Debit,250000
APT19142,CUST19142,PGW017,Pedicure,2024-11-09,Debit,70000
APT19143,CUST19143,PGW019,Eyelash Extension,2025-02-25,Debit,150000
APT19144,CUST19144,PGW010,Creambath,2025-05-17,Debit,75000
APT19145,CUST19145,PGW017,Manicure,2025-05-14,E-Wallet,60000
APT19146,CUST19146,PGW011,Creambath,2024-07-15,Debit,75000
APT19147,CUST19147,PGW007,Creambath,2025-04-11,Credit Card,75000
APT19148,CUST19148,PGW022,Manicure,2025-01-31,Cash,60000
APT19149,CUST19149,PGW005,Cuci Blow,2024-09-03,Cash,40000
APT19150,CUST19150,PGW018,Smoothing,2025-05-28,Credit Card,250000
APT19151,CUST19151,PGW015,Potong Rambut,2025-03-15,Credit Card,50000
APT19152,CUST19152,PGW001,Hair Coloring,2025-01-11,Debit,200000
APT19153,CUST19153,PGW023,Smoothing,2025-02-13,Debit,250000
APT19154,CUST19154,PGW019,Pedicure,2024-06-09,Debit,70000
APT19155,CUST19155,PGW007,Potong Rambut,2024-10-08,E-Wallet,50000
APT19156,CUST19156,PGW020,Hair Coloring,2025-01-14,Debit,200000
APT19157,CUST19157,PGW028,Hair Spa,2025-05-02,E-Wallet,120000
APT19158,CUST19158,PGW004,Eyelash Extension,2024-09-15,Debit,150000
APT19159,CUST19159,PGW021,Cuci Blow,2024-09-12,Debit,40000
APT19160,CUST19160,PGW003,Creambath,2024-12-25,Debit,75000
APT19161,CUST19161,PGW026,Hair Coloring,2025-02-01,Debit,200000
APT19162,CUST19162,PGW001,Potong Rambut,2025-03-11,E-Wallet,50000
APT19163,CUST19163,PGW019,Creambath,2025-05-21,E-Wallet,75000
APT19164,CUST19164,PGW017,Pedicure,2025-05-21,Cash,70000
APT19165,CUST19165,PGW018,Eyelash Extension,2025-05-26,Debit,150000
APT19166,CUST19166,PGW006,Eyelash Extension,2024-08-14,E-Wallet,150000
APT19167,CUST19167,PGW018,Eyelash Extension,2024-09-27,Cash,150000
APT19168,CUST19168,PGW007,Smoothing,2024-11-29,Credit Card,250000
APT19169,CUST19169,PGW015,Potong Rambut,2025-05-13,E-Wallet,50000
APT19170,CUST19170,PGW015,Pedicure,2024-11-01,E-Wallet,70000
APT19171,CUST19171,PGW016,Hair Coloring,2025-02-04,Credit Card,200000
APT19172,CUST19172,PGW019,Potong Rambut,2025-03-19,E-Wallet,50000
APT19173,CUST19173,PGW010,Smoothing,2025-03-06,Cash,250000
APT19174,CUST19174,PGW014,Eyelash Extension,2024-12-10,Credit Card,150000
APT19175,CUST19175,PGW024,Smoothing,2025-04-15,E-Wallet,250000
APT19176,CUST19176,PGW013,Pedicure,2025-01-18,E-Wallet,70000
APT19177,CUST19177,PGW027,Hair Coloring,2025-03-29,Debit,200000
APT19178,CUST19178,PGW008,Hair Spa,2024-08-05,Debit,120000
APT19179,CUST19179,PGW012,Potong Rambut,2024-12-08,Cash,50000
APT19180,CUST19180,PGW028,Facial,2024-08-28,Debit,100000
APT19181,CUST19181,PGW013,Hair Coloring,2024-12-04,Credit Card,200000
APT19182,CUST19182,PGW012,Creambath,2024-09-22,Debit,75000
APT19183,CUST19183,PGW013,Manicure,2025-01-08,E-Wallet,60000
APT19184,CUST19184,PGW023,Hair Spa,2024-09-03,Cash,120000
APT19185,CUST19185,PGW025,Cuci Blow,2025-05-11,Cash,40000
APT19186,CUST19186,PGW024,Cuci Blow,2025-01-26,Credit Card,40000
APT19187,CUST19187,PGW010,Manicure,2025-02-11,Debit,60000
APT19188,CUST19188,PGW013,Facial,2025-02-28,Credit Card,100000
APT19189,CUST19189,PGW004,Potong Rambut,2024-08-29,Debit,50000
APT19190,CUST19190,PGW019,Hair Spa,2024-10-05,E-Wallet,120000
APT19191,CUST19191,PGW029,Smoothing,2025-01-19,E-Wallet,250000
APT19192,CUST19192,PGW005,Pedicure,2024-12-29,Debit,70000
APT19193,CUST19193,PGW029,Hair Coloring,2024-07-25,E-Wallet,200000
APT19194,CUST19194,PGW022,Creambath,2024-08-19,Credit Card,75000
APT19195,CUST19195,PGW014,Eyelash Extension,2025-01-10,E-Wallet,150000
APT19196,CUST19196,PGW008,Hair Spa,2025-01-08,Credit Card,120000
APT19197,CUST19197,PGW013,Smoothing,2024-07-24,Debit,250000
APT19198,CUST19198,PGW025,Hair Spa,2024-12-11,E-Wallet,120000
APT19199,CUST19199,PGW016,Smoothing,2025-02-15,Credit Card,250000
APT19200,CUST19200,PGW012,Potong Rambut,2024-06-11,Cash,50000
APT19201,CUST19201,PGW027,Manicure,2025-02-24,Cash,60000
APT19202,CUST19202,PGW002,Pedicure,2025-01-27,Credit Card,70000
APT19203,CUST19203,PGW016,Creambath,2024-11-30,Debit,75000
APT19204,CUST19204,PGW006,Eyelash Extension,2024-12-31,Cash,150000
APT19205,CUST19205,PGW005,Eyelash Extension,2024-12-03,Debit,150000
APT19206,CUST19206,PGW015,Hair Coloring,2025-03-21,Debit,200000
APT19207,CUST19207,PGW027,Manicure,2024-10-04,E-Wallet,60000
APT19208,CUST19208,PGW007,Eyelash Extension,2024-12-12,Cash,150000
APT19209,CUST19209,PGW001,Hair Spa,2024-08-26,Credit Card,120000
APT19210,CUST19210,PGW003,Manicure,2025-03-12,Credit Card,60000
APT19211,CUST19211,PGW025,Smoothing,2024-12-07,Cash,250000
APT19212,CUST19212,PGW025,Pedicure,2024-08-27,Debit,70000
APT19213,CUST19213,PGW020,Manicure,2025-02-23,Credit Card,60000
APT19214,CUST19214,PGW020,Eyelash Extension,2024-12-09,Credit Card,150000
APT19215,CUST19215,PGW006,Facial,2024-10-06,Credit Card,100000
APT19216,CUST19216,PGW019,Hair Coloring,2024-11-23,Debit,200000
APT19217,CUST19217,PGW017,Pedicure,2024-10-13,Credit Card,70000
APT19218,CUST19218,PGW022,Cuci Blow,2025-05-22,Credit Card,40000
APT19219,CUST19219,PGW007,Potong Rambut,2025-01-07,Debit,50000
APT19220,CUST19220,PGW017,Eyelash Extension,2025-04-08,Debit,150000
APT19221,CUST19221,PGW007,Eyelash Extension,2025-03-26,Credit Card,150000
APT19222,CUST19222,PGW001,Cuci Blow,2025-05-27,E-Wallet,40000
APT19223,CUST19223,PGW006,Pedicure,2025-05-22,Credit Card,70000
APT19224,CUST19224,PGW026,Cuci Blow,2024-06-09,Debit,40000
APT19225,CUST19225,PGW017,Creambath,2024-07-11,E-Wallet,75000
APT19226,CUST19226,PGW011,Eyelash Extension,2025-01-23,Cash,150000
APT19227,CUST19227,PGW017,Facial,2024-07-29,E-Wallet,100000
APT19228,CUST19228,PGW001,Pedicure,2024-10-26,Cash,70000
APT19229,CUST19229,PGW011,Creambath,2024-07-26,Cash,75000
APT19230,CUST19230,PGW028,Potong Rambut,2024-08-05,Cash,50000
APT19231,CUST19231,PGW025,Cuci Blow,2025-01-06,Cash,40000
APT19232,CUST19232,PGW027,Pedicure,2024-09-02,E-Wallet,70000
APT19233,CUST19233,PGW022,Smoothing,2025-04-05,E-Wallet,250000
APT19234,CUST19234,PGW012,Manicure,2024-07-22,Credit Card,60000
APT19235,CUST19235,PGW026,Cuci Blow,2025-01-03,E-Wallet,40000
APT19236,CUST19236,PGW007,Hair Coloring,2025-02-18,E-Wallet,200000
APT19237,CUST19237,PGW028,Cuci Blow,2024-07-18,Credit Card,40000
APT19238,CUST19238,PGW012,Cuci Blow,2025-01-13,Cash,40000
APT19239,CUST19239,PGW023,Cuci Blow,2025-01-06,Credit Card,40000
APT19240,CUST19240,PGW018,Potong Rambut,2025-04-12,E-Wallet,50000
